SSIM (precise)_YYUV
reference_videos/highway_cif.yuv
rd_10_perc.yuv
AVG: 0.91340
0.25920
0.25499
0.25785
0.26054
0.26153
0.26383
0.25348
0.24854
0.24160
0.25430
0.24457
0.24373
0.23983
0.21613
0.22867
0.22631
0.22420
0.22416
0.23344
0.23242
0.23465
0.23823
0.23818
0.23821
0.24887
0.25023
0.24174
0.21833
0.23945
0.90872
0.93716
0.95599
0.97261
0.97289
0.97924
0.95391
0.96854
0.96735
0.97784
0.96067
0.97769
0.95831
0.96190
0.94061
0.98339
0.96238
0.95670
0.93325
0.98645
0.96208
0.95316
0.94624
0.94358
0.95238
0.96160
0.96555
0.95469
0.94210
0.94537
0.92395
0.84472
0.90230
0.90714
0.87221
0.85313
0.90665
0.91199
0.89158
0.90469
0.88640
0.89074
0.91249
0.91530
0.90078
0.90252
0.90266
0.91968
0.88448
0.88821
0.88940
0.89843
0.88387
0.90277
0.89671
0.91049
0.90429
0.88890
0.89163
0.91260
0.90207
0.97361
0.95512
0.94569
0.93659
0.93097
0.92374
0.92339
0.95996
0.89187
0.88453
0.90466
0.90751
0.91846
0.92242
0.91668
0.89619
0.91867
0.92145
0.93540
0.85612
0.81657
0.85247
0.86090
0.87148
0.87470
0.85317
0.86254
0.87130
0.87611
0.90622
0.98392
0.97053
0.96019
0.97414
0.92838
0.94337
0.97150
0.94112
0.98078
0.98587
0.95999
0.95800
0.98041
0.95604
0.98056
0.98659
0.97956
0.98209
0.98745
0.97531
0.96312
0.95709
0.94282
0.92330
0.91834
0.95675
0.89868
0.92824
0.95087
0.94035
0.85380
0.90512
0.89107
0.89826
0.89139
0.90755
0.90030
0.89828
0.90475
0.91644
0.91338
0.91195
0.91547
0.92211
0.92435
0.92015
0.92054
0.92197
0.92993
0.91854
0.91847
0.92929
0.92103
0.91701
0.91789
0.91765
0.92757
0.92805
0.92991
0.92852
0.96570
0.97376
0.98693
0.98254
0.98059
0.97003
0.97206
0.97017
0.95480
0.95697
0.94518
0.95638
0.95497
0.93409
0.94422
0.92732
0.95980
0.97254
0.94601
0.97632
0.97029
0.96533
0.97370
0.96705
0.96217
0.97506
0.96326
0.96200
0.91297
0.92154
0.97268
0.98387
0.99012
0.98860
0.97852
0.97407
0.96734
0.96016
0.96435
0.96189
0.96118
0.94330
0.95558
0.96474
0.96631
0.96115
0.96970
0.96433
0.95997
0.95811
0.94546
0.92700
0.91734
0.90590
0.92627
0.92145
0.93054
0.95160
0.95433
0.92960
0.97418
0.98194
0.96490
0.95941
0.98408
0.97492
0.96434
0.96596
0.96898
0.96772
0.97090
0.96412
0.97229
0.97619
0.97875
0.95438
0.96668
0.94756
0.96238
0.92326
0.94220
0.94854
0.95636
0.95443
0.94095
0.94885
0.95251
0.95903
0.99359
0.94928
0.89065
0.87565
0.90602
0.88790
0.90936
0.91694
0.89046
0.86689
0.88600
0.90037
0.89984
0.89203
0.89157
0.91660
0.90748
0.90417
0.91338
0.91880
0.90450
0.91590
0.91791
0.92157
0.91967
0.92023
0.92259
0.91908
0.92322
0.92498
0.92121
0.90230
0.97227
0.95069
0.94672
0.95777
0.95649
0.96156
0.95728
0.96523
0.95406
0.93894
0.95195
0.95697
0.96486
0.96273
0.95863
0.94844
0.96315
0.91626
0.94103
0.93448
0.93976
0.94571
0.94777
0.94600
0.95033
0.94144
0.92799
0.96688
0.90547
0.91204
0.97471
0.98627
0.97164
0.95842
0.97904
0.97495
0.98906
0.97845
0.96379
0.97964
0.96998
0.97886
0.97401
0.97020
0.96452
0.97443
0.96048
0.96908
0.95777
0.97010
0.96537
0.97251
0.97094
0.95515
0.97330
0.96235
0.95848
0.97022
0.96210
0.92476
0.90645
0.90690
0.98501
0.92497
0.97861
0.98876
0.98872
0.97264
0.96907
0.98937
0.95320
0.96914
0.95402
0.92092
0.93344
0.96905
0.92676
0.94521
0.95815
0.95675
0.94475
0.95481
0.95703
0.95844
0.94787
0.94270
0.93267
0.93398
0.93089
0.89238
0.95612
0.91665
0.95701
0.95675
0.97589
0.98912
0.97188
0.95551
0.97869
0.95848
0.98023
0.96545
0.94761
0.98340
0.97233
0.97352
0.97770
0.96737
0.97529
0.96388
0.97648
0.94910
0.97468
0.96598
0.94113
0.97609
0.97311
0.97017
0.96348
0.91996
0.93542
0.96616
0.95319
0.97609
0.95617
0.97215
0.97069
0.97196
0.96699
0.97271
0.97754
0.96607
0.96140
0.96691
0.97396
0.97213
0.96293
0.97022
0.96647
0.97044
0.95205
0.96719
0.93379
0.95270
0.95216
0.94335
0.94351
0.95139
0.88815
0.89742
0.96486
0.97656
0.97089
0.95254
0.97436
0.94288
0.95997
0.95303
0.94071
0.93397
0.96279
0.94388
0.93731
0.93401
0.95778
0.95593
0.94716
0.94872
0.93361
0.94226
0.94283
0.92654
0.91175
0.90060
0.89944
0.90694
0.91635
0.91598
0.83221
0.85731
0.90115
0.91576
0.91076
0.92079
0.92668
0.97213
0.96308
0.94204
0.96542
0.95944
0.95858
0.93140
0.95689
0.96359
0.95778
0.93108
0.95261
0.93991
0.94377
0.93699
0.95298
0.95524
0.93911
0.93799
0.94574
0.94802
0.91863
0.93674
0.92089
0.86825
0.97955
0.95451
0.95850
0.96304
0.90019
0.92907
0.97290
0.93875
0.95147
0.94939
0.92394
0.95347
0.95804
0.94905
0.92401
0.95521
0.95185
0.94127
0.96602
0.95304
0.94619
0.95150
0.96326
0.93301
0.92849
0.94221
0.94851
0.93839
0.94291
0.89993
0.94455
0.96031
0.94218
0.94400
0.95208
0.96252
0.97223
0.97555
0.97670
0.99276
0.95835
0.97791
0.96964
0.94398
0.97311
0.96723
0.94560
0.94611
0.93993
0.94413
0.98207
0.86294
0.88382
0.86201
0.94739
0.91808
0.95079
0.94783
0.95121
0.90571
0.95363
0.98652
0.97283
0.95622
0.97615
0.93074
0.96521
0.97178
0.97076
0.97467
0.96997
0.97510
0.96505
0.96304
0.96706
0.96926
0.97129
0.98483
0.95461
0.95979
0.96617
0.96253
0.94116
0.96372
0.95850
0.94425
0.93436
0.93840
0.92205
0.92411
0.85558
0.87424
0.86948
0.88661
0.87482
0.87901
0.88272
0.90437
0.86322
0.87987
0.87116
0.89163
0.89445
0.90158
0.90580
0.89349
0.90017
0.91967
0.90435
0.90519
0.91134
0.89501
0.87668
0.88282
0.91284
0.91093
0.91148
0.91171
0.93296
0.86717
0.79939
0.81682
0.82968
0.81554
0.81191
0.83396
0.83560
0.83501
0.84105
0.85491
0.87162
0.88062
0.86318
0.85525
0.85091
0.84681
0.85569
0.86401
0.87141
0.87458
0.86091
0.86591
0.87485
0.86115
0.85254
0.85775
0.85718
0.85490
0.85821
0.89177
0.93133
0.94220
0.96905
0.95728
0.94206
0.93613
0.92365
0.92492
0.93446
0.94345
0.93921
0.94089
0.93966
0.95140
0.95166
0.95282
0.94541
0.95187
0.95332
0.95294
0.93464
0.94268
0.94797
0.94285
0.94739
0.93435
0.95123
0.95735
0.95034
0.91233
0.96630
0.98318
0.98070
0.95983
0.94858
0.94932
0.95200
0.95104
0.95954
0.95107
0.95431
0.94143
0.96540
0.96372
0.95125
0.94556
0.96073
0.94378
0.94022
0.94984
0.95063
0.97413
0.95587
0.97131
0.97081
0.96643
0.97315
0.96012
0.96866
0.91064
0.96218
0.96988
0.97885
0.96440
0.95966
0.90865
0.92730
0.93409
0.91828
0.94463
0.95944
0.95601
0.92127
0.93693
0.93152
0.96130
0.93590
0.91398
0.95318
0.95657
0.94056
0.94238
0.93982
0.95256
0.95403
0.96201
0.96079
0.96836
0.95443
0.95659
0.89050
0.90000
0.88524
0.91207
0.89147
0.89729
0.92184
0.92468
0.92780
0.92185
0.92180
0.92228
0.92556
0.91913
0.92822
0.92783
0.93559
0.90919
0.91657
0.91864
0.93399
0.91334
0.92166
0.92063
0.92378
0.92378
0.92637
0.91098
0.92127
0.90959
0.97463
0.96491
0.95899
0.93659
0.94758
0.93888
0.89885
0.92149
0.92829
0.91320
0.93334
0.94150
0.90702
0.94406
0.95308
0.95841
0.90392
0.85598
0.91389
0.93627
0.93746
0.93234
0.92086
0.92106
0.92982
0.93998
0.92064
0.91304
0.91721
0.91901
0.89222
0.88539
0.89729
0.88705
0.86317
0.82207
0.86497
0.88980
0.91926
0.83210
0.84408
0.85232
0.87179
0.86620
0.84123
0.88005
0.89953
0.84905
0.90587
0.87240
0.85901
0.90964
0.91308
0.89417
0.88363
0.80347
0.81982
0.78604
0.82623
0.92071
0.94300
0.95508
0.93776
0.97672
0.98454
0.96708
0.98821
0.95655
0.94058
0.97137
0.97999
0.96527
0.97971
0.95970
0.95161
0.94941
0.93546
0.97451
0.91986
0.97235
0.91359
0.97209
0.91347
0.95491
0.94615
0.91551
0.92259
0.95910
0.95032
0.90626
0.92596
0.95745
0.95213
0.95819
0.96769
0.97198
0.98086
0.93347
0.93173
0.97604
0.95736
0.97099
0.95459
0.91005
0.96136
0.96169
0.98388
0.95742
0.94438
0.97151
0.98135
0.95603
0.95613
0.94254
0.96757
0.93929
0.95421
0.97387
0.96687
0.92246
0.97154
0.98477
0.98159
0.97194
0.96075
0.97672
0.96599
0.96167
0.96360
0.95091
0.96400
0.92155
0.95264
0.94692
0.94427
0.92806
0.95594
0.88958
0.95270
0.91392
0.95826
0.95540
0.97744
0.96999
0.96881
0.96024
0.95535
0.95356
0.93705
0.89937
0.93753
0.95342
0.93204
