SSIM (precise)_YYUV
reference_videos/highway_cif.yuv
rd_90_perc.yuv
AVG: 0.26486
0.25920
0.24427
0.23954
0.25036
0.25083
0.25518
0.24920
0.24976
0.24622
0.24090
0.24051
0.24248
0.24221
0.24471
0.23910
0.24001
0.24545
0.24419
0.24477
0.24063
0.23855
0.24396
0.23883
0.23141
0.23317
0.23290
0.23299
0.23464
0.24167
0.24151
0.23531
0.24394
0.24586
0.24644
0.24362
0.24229
0.23980
0.23489
0.23309
0.23149
0.23088
0.23255
0.23924
0.23842
0.23438
0.22924
0.22959
0.23988
0.23767
0.23378
0.23171
0.22959
0.22830
0.22573
0.22563
0.22763
0.23014
0.23187
0.23466
0.22991
0.21758
0.22761
0.22697
0.22343
0.22457
0.22189
0.21839
0.21762
0.21809
0.21907
0.22236
0.22440
0.22646
0.22762
0.22590
0.22436
0.22669
0.22594
0.22737
0.22120
0.21755
0.21686
0.21867
0.21483
0.22035
0.22459
0.22343
0.22834
0.22476
0.22377
0.21017
0.21714
0.22273
0.21931
0.21174
0.20960
0.20738
0.20742
0.20925
0.21357
0.21373
0.21755
0.22424
0.22212
0.22243
0.22242
0.21483
0.21566
0.21635
0.21640
0.21954
0.22525
0.22299
0.21787
0.21726
0.22059
0.21761
0.21988
0.22591
0.19757
0.18876
0.17802
0.17819
0.18274
0.17963
0.17870
0.17865
0.18457
0.18372
0.18235
0.18161
0.18353
0.18002
0.18174
0.17383
0.17253
0.17091
0.17232
0.17035
0.17452
0.17397
0.17954
0.17668
0.17643
0.17693
0.17825
0.17925
0.17879
0.18859
0.18283
0.17876
0.17859
0.18636
0.18321
0.17995
0.18252
0.18058
0.18937
0.18168
0.18293
0.17848
0.17883
0.17415
0.17385
0.17444
0.17457
0.17625
0.17986
0.18048
0.17908
0.17962
0.18336
0.18485
0.18599
0.18050
0.18004
0.18668
0.18169
0.18688
0.18081
0.18452
0.18075
0.17890
0.17996
0.18061
0.17934
0.17944
0.17536
0.17449
0.17844
0.17682
0.18530
0.18326
0.18274
0.17988
0.18423
0.17981
0.18096
0.17946
0.18082
0.18552
0.18057
0.17902
0.17800
0.18361
0.17836
0.17910
0.18119
0.17979
0.17999
0.17587
0.17176
0.17153
0.17150
0.17063
0.16888
0.17381
0.17593
0.17803
0.17493
0.17479
0.17743
0.17639
0.17570
0.17697
0.17421
0.17342
0.17355
0.18048
0.17684
0.17942
0.17932
0.17118
0.16670
0.16704
0.16932
0.16914
0.17526
0.17716
0.17678
0.17497
0.17318
0.17409
0.17962
0.17679
0.17680
0.17370
0.17002
0.16851
0.16970
0.17144
0.17355
0.17510
0.17593
0.17730
0.17675
0.17820
0.18316
0.18268
0.18519
0.17728
0.17442
0.18442
0.17879
0.17606
0.17514
0.18086
0.17917
0.17836
0.17630
0.17362
0.17118
0.16370
0.16240
0.17842
0.17043
0.16846
0.17246
0.16927
0.16791
0.17472
0.17331
0.17353
0.17311
0.17351
0.17142
0.17228
0.17198
0.17525
0.17111
0.17201
0.17111
0.16858
0.16862
0.17355
0.17262
0.17287
0.17437
0.17612
0.17705
0.17686
0.17753
0.18044
0.18165
0.18513
0.19528
0.19095
0.18945
0.19177
0.19325
0.19503
0.19581
0.19100
0.19091
0.19190
0.18742
0.18428
0.18104
0.18113
0.18442
0.18555
0.18382
0.18711
0.18584
0.18646
0.19105
0.19129
0.19041
0.18812
0.18834
0.18559
0.18701
0.18793
0.18783
0.19079
0.18823
0.18598
0.18238
0.18184
0.18887
0.18542
0.18631
0.18824
0.18035
0.18023
0.18130
0.18593
0.19057
0.19055
0.18137
0.17983
0.18868
0.18756
0.19405
0.19129
0.18911
0.18645
0.18709
0.18857
0.19005
0.18644
0.18336
0.18153
0.18063
0.18525
0.18508
0.18640
0.18794
0.18835
0.19101
0.19044
0.18914
0.18702
0.18802
0.18981
0.19056
0.19543
0.19398
0.18953
0.19032
0.18540
0.18862
0.18875
0.18827
0.18856
0.18336
0.18057
0.18232
0.18807
0.18569
0.18620
0.18327
0.18460
0.18199
0.18148
0.18869
0.18901
0.18886
0.19031
0.18633
0.18539
0.19233
0.18899
0.19585
0.19744
0.19655
0.19399
0.19734
0.19375
0.19310
0.19065
0.19115
0.18743
0.18659
0.18784
0.18958
0.18702
0.18644
0.18445
0.18597
0.18607
0.18341
0.18170
0.17960
0.17924
0.17931
0.18130
0.17997
0.17582
0.17715
0.17513
0.17633
0.17794
0.17771
0.17556
0.17617
0.17778
0.17854
0.17664
0.18037
0.17755
0.17356
0.17294
0.18657
0.18480
0.18751
0.18679
0.18728
0.18406
0.18166
0.17751
0.17270
0.17116
0.16900
0.16831
0.16807
0.16273
0.16347
0.15951
0.15894
0.15469
0.15341
0.14877
0.14829
0.14777
0.15416
0.14497
0.13865
0.14976
0.14324
0.13305
0.12924
0.14492
0.14130
0.14277
0.14671
0.14813
0.14529
0.14582
0.14713
0.14576
0.14127
0.14713
0.15574
0.15935
0.16676
0.17006
0.16962
0.16986
0.17051
0.17278
0.16945
0.17244
0.17295
0.17146
0.17055
0.17231
0.17086
0.17056
0.17109
0.17501
0.17686
0.17476
0.17696
0.18023
0.17170
0.17015
0.17329
0.17370
0.17440
0.17197
0.16952
0.16853
0.17336
0.17628
0.18443
0.18504
0.18910
0.18628
0.18220
0.18358
0.18224
0.18259
0.18490
0.18453
0.18459
0.18281
0.18432
0.18432
0.18348
0.18508
0.18560
0.18512
0.17828
0.17917
0.18223
0.17795
0.17642
0.17815
0.17807
0.17104
0.16389
0.16532
0.17263
0.17729
0.17841
0.18521
0.17907
0.17723
0.18124
0.18286
0.18456
0.18570
0.18550
0.18344
0.19112
0.20868
0.19666
0.19279
0.19018
0.18598
0.19004
0.18225
0.18746
0.19286
0.19024
0.18837
0.18732
0.18632
0.18626
0.18712
0.18758
0.18796
0.19148
0.19438
0.19316
0.19410
0.19157
0.19166
0.19091
0.19283
0.19229
0.20257
0.19611
0.19391
0.19362
0.19443
0.19328
0.19004
0.19247
0.19443
0.19277
0.19213
0.19303
0.19218
0.18910
0.18923
0.19463
0.19474
0.19469
0.19002
0.18982
0.18573
0.18562
0.18987
0.18972
0.18919
0.18738
0.18535
0.18693
0.18416
0.18570
0.18134
0.18355
0.18386
0.18124
0.17869
0.17959
0.18028
0.18121
0.18152
0.18062
0.17920
0.18053
0.18222
0.17799
0.17461
0.17407
0.17472
0.17581
0.18050
0.18294
0.18832
0.18832
0.19174
0.19097
0.18826
0.18881
0.18890
0.18855
0.18722
0.18735
0.18802
0.19283
0.19133
0.19345
0.19607
0.19447
0.19544
0.19353
0.19262
0.19072
0.19005
0.18894
0.18924
0.19582
0.20539
0.20259
0.84946
0.89177
1.00000
0.93133
0.89719
0.88201
0.87068
0.86093
0.85394
0.84703
0.83281
0.82462
0.81579
0.80737
0.80422
0.80259
0.80476
0.80499
0.80306
0.79196
0.79182
0.80235
0.79622
0.78488
0.78197
0.77787
0.77678
0.78066
0.78669
0.78821
0.78237
0.78677
0.75514
0.76872
0.76768
0.76362
0.77081
0.76308
0.75838
0.74941
0.74421
0.73757
0.74017
0.74141
0.74744
0.74204
0.73944
0.73532
0.74238
0.73871
0.72412
0.71753
0.70683
0.71016
0.71766
0.72127
0.72684
0.73334
0.73464
0.73556
0.73208
0.72876
0.71596
0.72270
0.72551
0.72148
0.71344
0.72424
0.71897
0.71877
0.72205
0.72252
0.71872
0.72414
0.73203
0.74056
0.73209
0.72049
0.72784
0.74343
0.72539
0.72420
0.72846
0.72455
