0.034	6243.4	6243.4
1.155	1651.9	3701.7
2.410	1965.5	2910.0
3.500	2072.4	2640.0
4.533	1491.6	2427.7
5.600	2288.8	2321.4
6.667	2209.0	2225.8
7.733	1601.0	2102.8
8.800	2338.0	2112.4
10.033	3988.0	2238.2
11.133	1720.0	2184.6
12.233	909.0	2038.3
13.767	1411.2	1928.9
14.833	2721.0	1946.5
16.100	1663.3	1900.9
17.167	2197.0	1899.7
18.333	2706.0	1925.1
19.500	1564.8	1892.9
20.633	1359.0	1850.6
21.833	2002.5	1839.6
22.833	2722.2	1857.6
24.200	2179.0	1835.0
25.367	3222.9	1868.0
26.533	3109.9	1888.5
27.600	1712.5	1865.8
28.667	1185.0	1830.4
29.733	1159.8	1794.7
30.933	3775.6	1833.9
32.133	3634.9	1866.4
33.367	2128.0	1855.9
34.700	2466.0	1855.7
36.033	3493.6	1870.1
37.100	3794.3	1889.4
38.200	3380.1	1899.7
39.300	3139.5	1906.1
40.467	5947.5	1966.0
41.667	6096.2	2025.4
42.867	2170.5	2009.6
44.133	2729.0	2004.1
45.433	2926.2	2002.6
46.767	2577.7	1994.3
48.167	1748.1	1970.6
49.567	2500.0	1962.9
51.067	2150.0	1947.6
52.567	3230.0	1941.3
53.600	5378.3	1956.1
54.667	3182.0	1949.1
55.733	4078.7	1950.8
56.833	2869.5	1940.7
57.967	4509.7	1946.8
59.100	3751.3	1945.4
60.267	3441.7	1941.0
61.467	2823.3	1930.8
62.667	3416.7	1926.5
63.900	3462.1	1922.7
65.167	5325.4	1937.0
66.433	inf	1923.1
