0.099	7698.4	7698.4
1.123	3884.8	5319.3
2.146	4199.0	4896.3
3.201	5563.6	4981.2
4.233	4137.0	4784.8
5.367	5221.5	4749.6
6.367	3620.1	4576.4
7.400	3433.0	4401.8
8.467	5591.0	4497.2
9.533	3805.0	4402.4
10.633	3940.0	4324.2
11.733	3345.0	4212.4
12.833	4755.9	4218.8
13.900	6514.5	4326.0
14.967	7205.0	4470.9
16.100	5553.3	4493.4
17.167	6183.0	4545.4
18.333	10011.0	4790.3
19.500	6513.4	4830.0
20.633	6698.0	4871.9
21.833	4181.2	4804.2
22.833	4111.1	4737.1
23.967	8196.1	4822.5
25.133	8891.9	4925.6
26.300	10245.1	5034.4
27.333	5308.4	4994.4
28.400	5326.3	4957.9
29.467	6308.0	4952.8
30.633	8532.7	5008.3
31.833	7901.2	5042.3
33.033	5406.0	5008.6
34.034	8593.0	5111.1
35.367	6650.0	5106.6
36.733	12694.8	5205.6
37.833	8833.8	5225.3
38.933	11452.3	5292.5
40.067	10572.5	5344.2
41.267	19981.3	5572.2
42.467	7223.8	5551.2
43.700	8655.1	5557.7
45.000	8734.7	5565.3
46.300	6983.9	5542.3
47.700	9255.3	5560.7
49.100	5708.4	5511.9
50.567	7555.0	5498.0
52.067	7640.0	5486.6
53.600	10294.0	5480.0
54.667	6574.1	5437.5
55.733	12044.9	5448.8
56.833	9139.3	5431.5
57.967	8495.6	5408.5
59.100	9432.1	5395.4
60.267	9275.0	5380.4
61.467	11378.3	5386.4
62.667	7358.3	5354.0
63.900	9719.2	5344.3
65.167	16745.7	5402.7
66.433	inf	5368.0
