0.034	6843.4	6843.4
1.056	5556.9	6110.7
2.113	3585.9	5097.1
3.136	5307.9	5107.3
4.167	2854.0	4634.5
5.200	3235.0	4382.7
6.233	2803.5	4149.5
7.267	2292.0	3890.1
8.400	5176.0	3972.1
9.533	2668.0	3797.6
10.733	3315.0	3691.4
11.833	5039.0	3767.9
12.933	3266.8	3705.8
14.033	3510.0	3659.8
15.167	5254.0	3721.9
16.233	5897.2	3811.6
17.333	3523.0	3761.2
18.500	6962.0	3893.4
19.667	3419.3	3839.6
20.833	5663.0	3888.0
22.033	5450.0	3922.1
23.267	4465.2	3905.1
24.433	4127.4	3877.4
25.600	10306.5	4069.7
26.800	6062.5	4088.1
27.867	4298.8	4055.8
28.933	6868.9	4095.4
30.033	7230.9	4147.2
31.233	7576.0	4204.8
32.433	5176.7	4194.3
33.700	7284.0	4243.1
35.033	5977.0	4252.1
36.367	8693.0	4301.6
37.467	10811.7	4385.2
38.567	6916.8	4391.5
39.667	8306.2	4429.1
40.867	16546.3	4619.4
42.067	10798.7	4691.7
43.267	6897.3	4692.5
44.567	4168.4	4637.7
45.867	3232.2	4567.7
47.233	6797.6	4566.7
48.636	8047.3	4588.9
50.067	5916.0	4569.9
51.567	3750.0	4510.8
53.067	6440.9	4487.9
54.133	9207.9	4490.3
55.200	11548.7	4515.0
56.267	10402.1	4531.4
57.400	8192.2	4522.9
58.533	10828.9	4540.1
59.667	6820.0	4520.1
60.867	5610.0	4486.6
62.067	7415.0	4471.7
63.267	9022.1	4474.8
64.533	8395.9	4469.5
65.800	6243.3	4443.8
