0.000	21834.5	21834.5
1.024	7299.3	14335.3
2.046	7052.5	11804.7
3.070	7751.3	10712.3
4.100	7463.0	10005.9
5.133	6761.0	9423.0
6.167	6991.7	9048.8
7.200	7227.0	8752.7
8.267	7483.0	8552.4
9.333	7217.0	8368.5
10.433	7016.0	8177.0
11.533	7529.0	8060.1
12.633	7624.0	7969.0
13.767	8159.7	7908.4
14.833	9440.0	7938.7
15.967	11154.7	8041.0
17.000	8207.0	7975.6
18.167	22875.0	8683.5
19.333	8137.8	8588.0
20.433	8566.0	8506.8
21.633	9020.0	8454.3
22.833	8822.2	8397.0
23.967	10225.1	8386.6
25.133	12285.9	8451.3
26.300	14846.2	8559.8
27.333	10931.3	8546.4
28.400	10505.0	8522.2
29.467	10357.6	8499.6
30.633	11687.0	8510.1
31.833	12738.1	8548.8
33.033	9475.0	8500.9
34.034	11141.0	8576.0
35.367	13146.0	8623.1
36.733	19831.1	8758.5
37.833	12050.4	8738.0
38.933	17474.1	8819.0
40.067	19530.0	8942.4
41.267	33007.5	9315.0
42.467	12591.3	9289.5
43.700	11710.5	9246.3
45.000	9633.2	9166.3
46.300	8886.5	9076.8
47.700	14015.0	9084.8
49.100	10336.1	9024.8
50.567	11713.0	8989.4
52.067	9322.0	8911.0
53.600	12226.6	8856.0
54.667	12439.0	8805.1
55.733	15485.0	8785.0
56.833	15608.5	8765.8
57.967	21199.3	8801.3
59.100	14601.4	8773.0
60.267	12681.7	8725.0
61.467	14558.3	8697.1
62.667	14008.3	8665.0
63.900	17973.2	8671.4
65.167	18960.5	8687.0
66.433	inf	8628.8
