0	1	0.000000	0.000000	0.000000	0.000000
1	1	0.000000	0.034000	0.000000	-0.034000
2	1	0.000000	0.033000	0.000000	-0.067000
3	0	0.000000	0.032000	0.000000	-0.099000
4	0	0.000000	0.033000	0.033000	-0.099000
5	0	0.000000	0.034000	0.034000	-0.099000
6	0	0.000000	0.033000	0.033000	-0.099000
7	1	0.000000	0.033000	0.000000	-0.132000
8	0	0.000000	0.032000	0.000000	-0.099000
9	0	0.000000	0.034000	0.034000	-0.099000
10	0	0.000000	0.033000	0.033000	-0.099000
11	0	0.000000	0.032000	0.032000	-0.099000
12	0	0.000000	0.034000	0.034000	-0.099000
13	0	0.000000	0.033000	0.033000	-0.099000
14	1	0.000000	0.032000	0.000000	-0.131000
15	0	0.000000	0.033000	0.000000	-0.099000
16	1	0.000000	0.034000	0.000000	-0.133000
17	0	0.000000	0.032000	0.000000	-0.099000
18	0	0.000000	0.033000	0.033000	-0.099000
19	0	0.000000	0.033000	0.033000	-0.099000
20	1	0.000000	0.034000	0.000000	-0.133000
21	0	0.000000	0.033000	0.000000	-0.099000
22	1	0.000000	0.033000	0.000000	-0.132000
23	0	0.000000	0.032000	0.000000	-0.099000
24	0	0.000000	0.034000	0.034000	-0.099000
25	0	0.000000	0.032000	0.032000	-0.099000
26	0	0.000000	0.033000	0.033000	-0.099000
27	0	0.000000	0.034000	0.034000	-0.099000
28	0	0.000000	0.033000	0.033000	-0.099000
29	0	0.000000	0.032000	0.032000	-0.099000
30	0	0.000000	0.034000	0.034000	-0.099000
31	1	0.000000	0.033000	0.000000	-0.132000
32	1	0.000000	0.032000	0.000000	-0.164000
33	1	0.000000	0.033000	0.000000	-0.197000
34	0	0.000000	0.034000	0.000000	-0.099000
35	0	0.000000	0.032000	0.032000	-0.099000
36	1	0.000000	0.033000	0.000000	-0.132000
37	1	0.000000	0.034000	0.000000	-0.166000
38	0	0.000000	0.033000	0.000000	-0.099000
39	0	0.000000	0.032000	0.032000	-0.099000
40	0	0.000000	0.033000	0.033000	-0.099000
41	0	0.000000	0.034000	0.034000	-0.099000
42	0	0.000000	0.033000	0.033000	-0.099000
43	1	0.000000	0.033000	0.000000	-0.132000
44	1	0.000000	0.032000	0.000000	-0.164000
45	0	0.000000	0.033000	0.000000	-0.099000
46	0	0.000000	0.034000	0.034000	-0.099000
47	1	0.000000	0.033000	0.000000	-0.132000
48	0	0.000000	0.032000	0.000000	-0.099000
49	0	0.000000	0.033000	0.033000	-0.099000
50	0	0.000000	0.034000	0.034000	-0.099000
51	0	0.000000	0.033000	0.033000	-0.099000
52	0	0.000000	0.032000	0.032000	-0.099000
53	0	0.000000	0.033000	0.033000	-0.099000
54	0	0.000000	0.034000	0.034000	-0.099000
55	0	0.000000	0.032000	0.032000	-0.099000
56	1	0.000000	0.034000	0.000000	-0.133000
57	0	0.000000	0.032000	0.000000	-0.099000
58	0	0.000000	0.034000	0.034000	-0.099000
59	0	0.000000	0.032000	0.032000	-0.099000
60	1	0.000000	0.033000	0.000000	-0.132000
61	0	0.000000	0.033000	0.000000	-0.099000
62	0	0.000000	0.033000	0.033000	-0.099000
63	1	0.000000	0.034000	0.000000	-0.133000
64	0	0.000000	0.033000	0.000000	-0.099000
65	0	0.000000	0.033000	0.033000	-0.099000
66	0	0.000000	0.032000	0.032000	-0.099000
67	1	0.000000	0.033000	0.000000	-0.132000
68	0	0.000000	0.034000	0.000000	-0.099000
69	0	0.000000	0.032000	0.032000	-0.099000
70	0	0.000000	0.033000	0.033000	-0.099000
71	0	0.000000	0.033000	0.033000	-0.099000
72	0	0.000000	0.034000	0.034000	-0.099000
73	0	0.000000	0.033000	0.033000	-0.099000
74	0	0.000000	0.032000	0.032000	-0.099000
75	1	0.000000	0.033000	0.000000	-0.132000
76	0	0.000000	0.034000	0.000000	-0.099000
77	1	0.000000	0.033000	0.000000	-0.132000
78	0	0.000000	0.032000	0.000000	-0.099000
79	0	0.000000	0.034000	0.034000	-0.099000
80	0	0.000000	0.033000	0.033000	-0.099000
81	0	0.000000	0.033000	0.033000	-0.099000
82	1	0.000000	0.033000	0.000000	-0.132000
83	0	0.000000	0.033000	0.000000	-0.099000
84	0	0.000000	0.033000	0.033000	-0.099000
85	0	0.000000	0.033000	0.033000	-0.099000
86	1	0.000000	0.033000	0.000000	-0.132000
87	0	0.000000	0.033000	0.000000	-0.099000
88	1	0.000000	0.033000	0.000000	-0.132000
89	0	0.000000	0.033000	0.000000	-0.099000
90	1	0.000000	0.033000	0.000000	-0.132000
91	0	0.000000	0.032000	0.000000	-0.099000
92	0	0.000000	0.033000	0.033000	-0.099000
93	0	0.000000	0.034000	0.034000	-0.099000
94	0	0.000000	0.033000	0.033000	-0.099000
95	0	0.000000	0.033000	0.033000	-0.099000
96	1	0.000000	0.032000	0.000000	-0.131000
97	0	0.000000	0.033000	0.000000	-0.099000
98	1	0.000000	0.034000	0.000000	-0.133000
99	0	0.000000	0.032000	0.000000	-0.099000
100	1	0.000000	0.033000	0.000000	-0.132000
101	0	0.000000	0.034000	0.000000	-0.099000
102	0	0.000000	0.033000	0.033000	-0.099000
103	0	0.000000	0.033000	0.033000	-0.099000
104	0	0.000000	0.033000	0.033000	-0.099000
105	1	0.000000	0.034000	0.000000	-0.133000
106	1	0.000000	0.033000	0.000000	-0.166000
107	0	0.000000	0.033000	0.000000	-0.099000
108	1	0.000000	0.034000	0.000000	-0.133000
109	1	0.000000	0.033000	0.000000	-0.166000
110	0	0.000000	0.033000	0.000000	-0.099000
111	1	0.000000	0.034000	0.000000	-0.133000
112	0	0.000000	0.033000	0.000000	-0.099000
113	1	0.000000	0.033000	0.000000	-0.132000
114	0	0.000000	0.034000	0.000000	-0.099000
115	1	0.000000	0.033000	0.000000	-0.132000
116	0	0.000000	0.033000	0.000000	-0.099000
117	1	0.000000	0.034000	0.000000	-0.133000
118	0	0.000000	0.033000	0.000000	-0.099000
119	0	0.000000	0.033000	0.033000	-0.099000
120	0	0.000000	0.034000	0.034000	-0.099000
121	0	0.000000	0.033000	0.033000	-0.099000
122	0	0.000000	0.033000	0.033000	-0.099000
123	1	0.000000	0.034000	0.000000	-0.133000
124	0	0.000000	0.033000	0.000000	-0.099000
125	0	0.000000	0.033000	0.033000	-0.099000
126	0	0.000000	0.034000	0.034000	-0.099000
127	0	0.000000	0.033000	0.033000	-0.099000
