0.132	1071.2	1071.2
1.320	1392.9	902.1
2.839	1495.0	891.7
3.967	3258.8	1236.0
5.100	2662.5	1265.6
6.133	1316.7	1148.9
7.333	1948.6	1156.0
8.867	1281.0	1097.6
9.933	1890.0	1157.5
11.633	2052.0	1154.9
12.933	1131.3	1128.1
14.033	1708.0	1157.0
15.300	2072.9	1190.9
16.367	960.0	1170.6
17.500	1583.4	1168.1
18.667	3734.0	1215.0
19.833	1966.0	1212.2
21.233	1327.5	1194.3
22.633	2588.2	1215.3
23.733	1647.8	1220.3
25.133	1066.4	1195.1
26.300	1825.3	1182.0
27.333	2390.8	1205.3
28.400	1410.1	1198.0
29.467	4137.4	1261.2
30.633	3265.6	1306.6
31.833	3823.3	1364.0
33.033	975.0	1340.5
34.367	1418.3	1329.1
35.700	2155.9	1319.9
36.734	1796.7	1316.3
37.834	1604.4	1309.2
38.933	2058.6	1311.0
40.067	4760.0	1365.9
41.267	5247.5	1426.9
42.467	1340.0	1412.1
43.700	2437.8	1408.3
45.000	2099.2	1394.7
46.300	1175.6	1377.5
47.700	2694.4	1389.7
49.100	2354.7	1395.5
50.567	2016.0	1387.9
52.067	1386.0	1361.6
53.600	2831.5	1362.7
54.667	2135.1	1357.0
56.267	2862.4	1346.5
57.400	1744.3	1337.3
58.533	2178.1	1332.5
59.667	3063.3	1337.2
60.867	2103.3	1331.6
62.067	1066.7	1316.3
63.267	2816.7	1318.8
64.533	1783.9	1310.5
65.800	2707.7	1311.3
