0.034	3301.5	3301.5
1.552	1068.9	1364.7
2.806	2147.8	1019.7
3.900	1260.0	888.0
5.033	931.9	874.4
6.333	722.0	803.1
7.533	1043.1	785.8
8.667	883.3	741.0
10.133	778.7	684.9
11.233	690.0	667.6
13.133	1607.6	623.8
14.567	1201.0	618.1
15.700	1734.1	631.6
17.000	668.0	597.4
18.167	7938.0	789.0
19.333	648.6	757.8
21.033	3421.3	820.8
22.433	986.8	805.5
23.500	1093.2	808.8
24.900	535.9	784.3
26.533	862.5	766.5
27.867	1217.5	764.8
28.934	1214.0	770.0
30.934	1849.5	750.7
32.133	913.3	734.7
33.700	1305.8	731.5
35.033	882.0	722.2
36.034	2605.7	758.1
37.467	1316.5	754.2
38.567	1275.6	756.9
39.667	2450.0	783.5
40.867	1977.5	799.0
42.067	1618.7	806.8
43.700	1096.9	797.4
45.000	inf	800.0
46.300	1162.7	781.4
47.700	inf	777.9
50.067	1108.0	748.3
52.567	1618.0	735.4
54.134	566.6	719.3
55.200	694.8	712.2
56.833	1026.5	701.7
57.967	805.7	695.9
59.100	1559.1	697.5
60.267	826.7	691.9
62.067	1736.7	688.6
63.267	954.2	684.8
64.534	2107.4	692.0
65.800	1406.0	692.2
