0.034	5780.0	5780.0
1.188	2459.6	3268.2
2.245	1814.1	2750.1
3.433	2602.9	2592.1
4.500	2882.0	2471.1
5.600	4205.8	2690.0
6.600	2538.0	2659.3
7.667	2155.4	2562.8
8.867	4497.0	2689.9
10.033	2543.0	2636.0
11.333	2246.0	2540.0
12.433	5532.1	2730.5
13.500	1930.3	2653.4
14.567	2726.0	2635.2
15.700	3053.8	2638.5
17.000	4350.0	2684.8
18.167	3904.0	2725.1
19.333	3050.0	2717.2
20.433	2441.0	2678.9
21.633	3958.0	2711.8
22.833	2392.2	2676.8
23.967	2602.4	2648.8
25.133	3597.4	2659.1
26.300	4152.5	2678.6
27.333	3114.9	2665.7
28.400	3707.5	2669.9
29.467	3045.0	2657.1
30.634	3469.4	2655.0
31.834	2030.0	2613.4
33.033	2415.0	2584.5
34.034	2710.0	2588.0
35.367	4087.0	2605.5
36.733	7786.1	2681.6
37.833	2538.1	2653.4
38.933	5683.9	2685.1
40.067	5748.7	2718.8
41.267	13888.8	2905.5
42.467	4150.0	2901.6
43.700	5452.1	2923.1
45.000	2815.5	2893.4
46.300	2508.6	2859.3
47.700	6420.9	2900.5
49.100	2803.5	2871.7
50.567	3977.0	2865.3
52.067	2922.0	2839.3
53.600	3741.6	2820.3
54.667	3439.0	2799.0
55.734	6791.7	2810.3
56.833	8098.8	2834.8
57.967	8751.3	2864.7
59.100	4492.1	2853.0
60.267	3441.7	2830.6
61.467	2981.7	2804.7
62.667	4308.3	2792.4
63.900	5056.8	2787.2
65.167	4908.4	2780.8
66.433	inf	2758.1
