,-2,-1.96,-1.92,-1.88,-1.84,-1.8,-1.76,-1.72,-1.68,-1.64,-1.6,-1.56,-1.52,-1.48,-1.44,-1.4,-1.36,-1.32,-1.28,-1.24,-1.2,-1.16,-1.12,-1.08,-1.04,-1,-0.96,-0.92,-0.88,-0.84,-0.8,-0.76,-0.72,-0.68,-0.64,-0.6,-0.56,-0.52,-0.48,-0.44,-0.4,-0.36,-0.32,-0.28,-0.24,-0.2,-0.16,-0.12,-0.08,-0.04,0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1,1.04,1.08,1.12,1.16,1.2,1.24,1.28,1.32,1.36,1.4,1.44,1.48,1.52,1.56,1.6,1.64,1.68,1.72,1.76,1.8,1.84,1.88,1.92,1.96,2
-2,44.1905,42.1514,40.2021,38.3396,36.561,34.8636,33.2444,31.7008,30.23,28.8295,27.4967,26.2292,25.0244,23.8801,22.7939,21.7635,20.7869,19.8619,18.9864,18.1584,17.3761,16.6374,15.9407,15.2841,14.666,14.0847,13.5387,13.0264,12.5465,12.0975,11.6782,11.2872,10.9234,10.5856,10.2727,9.9838,9.71786,9.47403,9.25146,9.04938,8.86709,8.70395,8.55937,8.43283,8.32387,8.23209,8.15714,8.09876,8.05673,8.0309,8.02117,8.02751,8.04996,8.0886,8.14359,8.21515,8.30355,8.40912,8.53227,8.67347,8.83322,9.01212,9.21081,9.42999,9.67044,9.93299,10.2185,10.528,10.8624,11.2228,11.6104,12.0264,12.472,12.9485,13.4574,14,14.5779,15.1926,15.8458,16.5392,17.2744,18.0534,18.878,19.7501,20.6718,21.645,22.6719,23.7547,24.8957,26.097,27.3612,28.6906,30.0877,31.5551,33.0954,34.7111,36.4052,38.1804,40.0395,41.9854,44.0212
-1.96,43.365,41.3435,39.4115,37.5661,35.8042,34.1231,32.52,30.9921,29.5368,28.1513,26.8333,25.5802,24.3896,23.259,22.1863,21.1691,20.2053,19.2928,18.4295,17.6134,16.8425,16.1151,15.4292,14.7832,14.1753,13.604,13.0676,12.5646,12.0936,11.6533,11.2422,10.8592,10.503,10.1726,9.86673,9.5845,9.32493,9.08714,8.87028,8.6736,8.49638,8.33799,8.19783,8.07539,7.97021,7.88188,7.81007,7.7545,7.71496,7.69129,7.6834,7.69125,7.71489,7.75441,7.80995,7.88173,7.97002,8.07518,8.19758,8.33771,8.49607,8.67325,8.86991,9.08673,9.32449,9.58403,9.86623,10.172,10.5025,10.8586,11.2416,11.6526,12.0929,12.5639,13.0668,13.6032,14.1745,14.7824,15.4284,16.1142,16.8416,17.6124,18.4285,19.2918,20.2043,21.168,22.1852,23.2579,24.3884,25.579,26.8321,28.1501,29.5354,30.9908,32.5186,34.1217,35.8028,37.5646,39.41,41.3419,43.3634
-1.92,43.0025,40.9866,39.06,37.2198,35.4631,33.7869,32.1886,30.6653,29.2144,27.8333,26.5194,25.2702,24.0834,22.9565,21.8872,20.8734,19.9128,19.0033,18.1428,17.3294,16.561,15.836,15.1523,14.5083,13.9023,13.3327,12.7978,12.2962,11.8265,11.3872,10.9771,10.5948,10.2392,9.9092,9.60363,9.32151,9.06189,8.82388,8.60666,8.40944,8.23153,8.07228,7.93111,7.8075,7.70098,7.61115,7.53768,7.48029,7.43877,7.41296,7.40277,7.40816,7.42918,7.46591,7.5185,7.58718,7.67221,7.77394,7.89276,8.02913,8.18359,8.3567,8.54912,8.76156,8.99477,9.24959,9.52692,9.8277,10.1529,10.5037,10.8812,11.2865,11.721,12.186,12.6827,13.2128,13.7777,14.3789,15.018,15.6969,16.4172,17.1807,17.9894,18.845,19.7498,20.7056,21.7146,22.7791,23.9012,25.0832,26.3276,27.6367,29.013,30.4591,31.9776,33.5712,35.2425,36.9945,38.8299,40.7517,42.7628
-1.88,43.0759,41.0542,39.1218,37.2758,35.5133,33.8313,32.2271,30.6979,29.2412,27.8542,26.5344,25.2794,24.0867,22.9539,21.8787,20.859,19.8924,18.977,18.1105,17.2912,16.5169,15.7858,15.0962,14.4463,13.8343,13.2586,12.7178,12.2102,11.7344,11.2891,10.873,10.4847,10.123,9.78693,9.47529,9.18709,8.92139,8.67729,8.45396,8.25064,8.06662,7.90125,7.75394,7.62419,7.51152,7.41554,7.33591,7.27235,7.22464,7.19264,7.17626,7.17545,7.19026,7.22077,7.26713,7.32957,7.40836,7.50384,7.6164,7.74651,7.89468,8.06152,8.24764,8.45378,8.68068,8.92919,9.20019,9.49464,9.81355,10.158,10.5291,10.9281,11.3562,11.8147,12.3051,12.8288,13.3872,13.982,14.6148,15.2872,16.0011,16.7582,17.5604,18.4096,19.3078,20.2572,21.2598,22.3177,23.4333,24.6088,25.8467,27.1493,28.5191,29.9586,31.4706,33.0576,34.7224,36.4677,38.2966,40.2117,42.2163
-1.84,43.5144,41.4774,39.5299,37.6688,35.8913,34.1945,32.5756,31.0318,29.5606,28.1593,26.8253,25.5561,24.3494,23.2028,22.1139,21.0805,20.1004,19.1716,18.2919,17.4594,16.6721,15.9281,15.2257,14.563,13.9385,13.3504,12.7972,12.2775,11.7896,11.3324,10.9044,10.5043,10.1311,9.78353,9.46053,9.1611,8.88428,8.62918,8.39497,8.18088,7.98622,7.81032,7.65262,7.51258,7.38974,7.28372,7.19416,7.12079,7.0634,7.02184,6.996,6.98587,6.99147,7.01289,7.05029,7.10387,7.17393,7.2608,7.36487,7.4866,7.62653,7.78523,7.96334,8.16158,8.38072,8.62157,8.88503,9.17207,9.48368,9.82094,10.185,10.577,10.9983,11.4502,11.934,12.4512,13.0033,13.5919,14.2185,14.885,15.593,16.3443,17.1409,17.9846,18.8775,19.8216,20.819,21.8719,22.9826,24.1534,25.3865,26.6846,28.0499,29.4852,30.9929,32.5759,34.2367,35.9783,37.8034,39.715,41.716
-1.8,44.2108,42.1518,40.1825,38.2999,36.5011,34.7831,33.1433,31.5789,30.0871,28.6655,27.3114,26.0224,24.796,23.6299,22.5218,21.4693,20.4704,19.523,18.6249,17.7741,16.9688,16.2071,15.4871,14.8071,14.1654,13.5604,12.9904,12.4541,11.95,11.4766,11.0327,10.617,10.2283,9.8654,9.52733,9.21303,8.92156,8.65202,8.40357,8.17546,7.96698,7.77748,7.60637,7.45314,7.31733,7.19853,7.09641,7.01069,6.94116,6.88765,6.85009,6.82844,6.82273,6.83305,6.85955,6.90246,6.96204,7.03864,7.13266,7.24455,7.37483,7.5241,7.693,7.88223,8.09255,8.32481,8.5799,8.85875,9.16239,9.4919,9.8484,10.2331,10.6473,11.0922,11.5693,12.08,12.6258,13.2083,13.8291,14.4899,15.1924,15.9385,16.73,17.5689,18.4571,19.3968,20.39,21.439,22.5459,23.713,24.9428,26.2377,27.6001,29.0326,30.5379,32.1185,33.7772,35.5168,37.3402,39.2503,41.2501
-1.76,45.0323,42.9482,40.9541,39.0468,37.2236,35.4816,33.8179,32.2299,30.7148,29.27,27.8931,26.5815,25.3328,24.1446,23.0146,21.9406,20.9203,19.9518,19.0328,18.1615,17.3359,16.554,15.8142,15.1146,14.4536,13.8295,13.2407,12.6858,12.1634,11.6719,11.2102,10.7769,10.3708,9.99089,9.636,9.30513,8.99734,8.71173,8.44747,8.20379,7.97999,7.77543,7.58951,7.42172,7.2716,7.13874,7.02281,6.92353,6.84069,6.77413,6.72377,6.68956,6.67155,6.66982,6.68452,6.71588,6.76417,6.82972,6.91294,7.01429,7.13428,7.27351,7.43262,7.61231,7.81335,8.03657,8.28287,8.55319,8.84855,9.17002,9.51874,9.89591,10.3028,10.7407,11.211,11.7152,12.2547,12.8312,13.4462,14.1015,14.7987,15.5398,16.3266,17.1609,18.0449,18.9806,19.97,21.0154,22.1191,23.2832,24.5103,25.8026,27.1628,28.5933,30.0968,31.6759,33.3334,35.072,36.8947,38.8043,40.8038
-1.72,45.8341,43.7256,41.7072,39.7761,37.9292,36.1637,34.4768,32.8658,31.328,29.8608,28.4616,27.128,25.8575,24.6478,23.4965,22.4015,21.3605,20.3714,19.4321,18.5407,17.6953,16.8938,16.1347,15.416,14.7361,14.0934,13.4863,12.9132,12.3729,11.8638,11.3846,10.9342,10.5112,10.1146,9.74327,9.39621,9.07246,8.77114,8.49141,8.23251,7.99372,7.77441,7.57399,7.39194,7.2278,7.08117,6.9517,6.83913,6.74324,6.66388,6.60094,6.55441,6.52432,6.51074,6.51385,6.53385,6.57102,6.6257,6.69829,6.78925,6.89909,7.02841,7.17785,7.34812,7.53998,7.75426,7.99186,8.25373,8.54087,8.85437,9.19537,9.56505,9.96468,10.3956,10.8591,11.3568,11.8901,12.4605,13.0697,13.7194,14.4114,15.1474,15.9293,16.7591,17.6387,18.5703,19.5559,20.5977,21.6979,22.8589,24.0831,25.3728,26.7305,28.1589,29.6604,31.2379,32.8939,34.6313,36.453,38.3619,40.3609
-1.68,46.474,44.3456,42.3074,40.3567,38.4904,36.7056,34.9997,33.3698,31.8133,30.3276,28.9101,27.5584,26.2699,25.0424,23.8736,22.7611,21.7029,20.6967,19.7406,18.8325,17.9706,17.1528,16.3775,15.6429,14.9472,14.2889,13.6664,13.0781,12.5227,11.9987,11.5049,11.04,10.6027,10.1919,9.80665,9.44582,9.10849,8.79375,8.5008,8.22885,7.97721,7.74522,7.5323,7.33794,7.16166,7.00307,6.86184,6.73768,6.63039,6.5398,6.46582,6.40843,6.36766,6.34359,6.33639,6.34626,6.37348,6.41839,6.48139,6.56294,6.66357,6.78385,6.92443,7.08602,7.26939,7.47536,7.70483,7.95875,8.23813,8.54405,8.87764,9.24011,9.6327,10.0568,10.5136,11.0048,11.5317,12.096,12.6993,13.3433,14.0296,14.7602,15.5369,16.3617,17.2365,18.1634,19.1445,20.182,21.2781,22.4352,23.6556,24.9417,26.296,27.7212,29.2197,30.7943,32.4476,34.1826,36.002,37.9087,39.9058
